model,anchor_idx,direction,mag_cm,anchor_min_v2v_m,denoised_min_v2v_m,a_correction_m,b_motion_from_anchor_m,b_motion_from_perturbed_m,pullback_m,recovery_0.5cm,recovery_1cm,recovery_2cm,recovery_5cm
uncond,44,-y,20,0.005803156178444624,0.00891364086419344,0.02931325137615204,0.03551321476697922,0.20330452919006348,0.19911208748817444,False,True,True,True
uncond,45,-y,20,0.00961802527308464,0.010980901308357716,0.04848163574934006,0.06610506027936935,0.2228965014219284,0.21202737092971802,False,False,True,True
uncond,46,-y,20,0.004035711754113436,0.01393688004463911,0.029879286885261536,0.04100183770060539,0.18621477484703064,0.18242329359054565,False,False,True,True
uncond,47,-y,20,0.0169980451464653,0.010576531291007996,0.03399176150560379,0.06714817881584167,0.15212270617485046,0.1458498239517212,False,False,True,True
uncond,48,-y,20,0.009775537997484207,0.005977707449346781,0.04899096488952637,0.12014834582805634,0.11324021965265274,0.09630155563354492,False,True,True,True
uncond,49,-y,20,0.010337849147617817,0.013733317144215107,0.04858147352933884,0.04426606744527817,0.20496052503585815,0.19908684492111206,False,False,True,True
uncond,50,-y,20,0.0046088616363704205,0.06353152543306351,0.04633967950940132,0.13054008781909943,0.16944149136543274,0.12844836711883545,False,False,False,False
uncond,51,-y,20,0.004776366520673037,0.006805351469665766,0.055095553398132324,0.06639555096626282,0.19899138808250427,0.18720793724060059,False,True,True,True
uncond,52,-y,20,0.01261051930487156,0.010972755961120129,0.05036669969558716,0.07498655468225479,0.1845543384552002,0.17106032371520996,False,False,True,True
uncond,53,-y,20,0.005955229979008436,0.01230672188103199,0.10801278054714203,0.053941477090120316,0.20367397367954254,0.1943194568157196,False,False,True,True
uncond,54,-y,20,0.007020900491625071,0.016497114673256874,0.05487829074263573,0.08219306170940399,0.23973891139030457,0.22529453039169312,False,False,True,True
uncond,55,-y,20,0.015004224143922329,0.011670968495309353,0.04822459816932678,0.09404625743627548,0.2132989466190338,0.19178521633148193,False,False,True,True
uncond,56,-y,20,0.009412880055606365,0.013472050428390503,0.06392395496368408,0.04669236019253731,0.17963862419128418,0.1728266477584839,False,False,True,True
uncond,57,-y,20,0.011260945349931717,0.00913001038134098,0.0749824121594429,0.06109881401062012,0.20726831257343292,0.19815760850906372,False,True,True,True
uncond,58,-y,20,0.009028458967804909,0.028832634910941124,0.054714594036340714,0.06188689172267914,0.17882396280765533,0.1696590781211853,False,False,False,True
uncond,59,-y,20,0.008143105544149876,0.007556536700576544,0.053921569138765335,0.04626037925481796,0.20517133176326752,0.1990104615688324,False,True,True,True
uncond,60,-y,20,0.016322767361998558,0.007544695865362883,0.08456339687108994,0.042490847408771515,0.20680689811706543,0.20113152265548706,False,True,True,True
uncond,61,-y,20,0.011580606922507286,0.0030590733513236046,0.026097863912582397,0.06497819721698761,0.1830669492483139,0.17219728231430054,True,True,True,True
uncond,62,-y,20,0.011425155214965343,0.011518677696585655,0.05006464198231697,0.034474682062864304,0.19867977499961853,0.19581609964370728,False,False,True,True
uncond,63,-y,20,0.06744912266731262,0.0670773833990097,0.04378499463200569,0.073732890188694,0.16995997726917267,0.15852946043014526,False,False,False,False
uncond,64,-y,20,0.007142938673496246,0.08173425495624542,0.06740576773881912,0.08749524503946304,0.22956737875938416,0.21196281909942627,False,False,False,False
uncond,65,-y,20,0.10640449821949005,0.03009868785738945,0.03503250703215599,0.06943654268980026,0.17818179726600647,0.16685044765472412,False,False,False,True
uncond,66,-y,20,0.007611551322042942,0.02934972383081913,0.04235430061817169,0.04752345755696297,0.20610497891902924,0.20017945766448975,False,False,False,True
uncond,67,-y,20,0.007673942018300295,0.06725619733333588,0.07334299385547638,0.04293849319219589,0.2114526778459549,0.20667308568954468,False,False,False,False
uncond,68,-y,20,0.025562584400177002,0.04268622770905495,0.037356823682785034,0.07412925362586975,0.19098782539367676,0.17823904752731323,False,False,False,True
uncond,69,-y,20,0.009512090124189854,0.02130887657403946,0.03958561271429062,0.07564666122198105,0.22509096562862396,0.21170544624328613,False,False,False,True
uncond,70,-y,20,0.026510344818234444,0.14875218272209167,0.04018784686923027,0.06281637400388718,0.16423404216766357,0.1571192741394043,False,False,False,False
uncond,71,-y,20,0.013160969130694866,0.04497624188661575,0.08422653377056122,0.04711352288722992,0.18951064348220825,0.1837756633758545,False,False,False,True
uncond,72,-y,20,0.009075991809368134,0.017849000170826912,0.05399274080991745,0.05503300949931145,0.22576095163822174,0.22030282020568848,False,False,True,True
uncond,73,-y,20,0.014946511946618557,0.01501415204256773,0.05775003880262375,0.03924946486949921,0.22179748117923737,0.21888768672943115,False,False,True,True
uncond,74,-y,20,0.00438774423673749,0.02486042119562626,0.04677220433950424,0.04747304692864418,0.2132290154695511,0.20806574821472168,False,False,False,True
uncond,75,-y,20,0.016669638454914093,0.008012128062546253,0.08717024326324463,0.06149132549762726,0.24288111925125122,0.23817354440689087,False,True,True,True
uncond,76,-y,20,0.009801417589187622,0.05324043333530426,0.04932258278131485,0.05857692286372185,0.17391587793827057,0.1667424440383911,False,False,False,False
uncond,77,-y,20,0.0022902421187609434,0.05753851309418678,0.05289555341005325,0.07369812577962875,0.18692000210285187,0.1741039752960205,False,False,False,False
uncond,78,-y,20,0.0023032180033624172,0.007941140793263912,0.06503449380397797,0.35404664278030396,0.43944427371025085,0.2674286961555481,False,True,True,True
uncond,79,-y,20,0.008906951174139977,0.1253495067358017,0.06770844757556915,0.10063609480857849,0.19572368264198303,0.16920709609985352,False,False,False,False
uncond,80,-y,20,0.009306210093200207,0.07143230736255646,0.04740169271826744,0.036285869777202606,0.2151893675327301,0.21187150478363037,False,False,False,False
uncond,81,-y,20,0.00739709846675396,0.03184608370065689,0.046280309557914734,0.08831701427698135,0.23494629561901093,0.2176584005355835,False,False,False,True
uncond,82,-y,20,0.007054776884615421,0.04178657755255699,0.02970310114324093,0.04020864516496658,0.22292187809944153,0.21997982263565063,False,False,False,True
uncond,83,-y,20,0.00970439799129963,0.024415282532572746,0.06773991882801056,0.057834040373563766,0.22010935842990875,0.21170711517333984,False,False,False,True
uncond,84,-y,20,0.004746636375784874,0.07086515426635742,0.03918885439634323,0.046388398855924606,0.22475489974021912,0.21984297037124634,False,False,False,False
uncond,85,-y,20,0.024816026911139488,0.11092531681060791,0.0580807700753212,0.08035904169082642,0.1858120560646057,0.16961759328842163,False,False,False,False
uncond,86,-y,20,0.010107539594173431,0.047790490090847015,0.03959134966135025,0.08656734973192215,0.1477580964565277,0.13437551259994507,False,False,False,True
uncond,87,-y,20,0.012878273613750935,0.009121846407651901,0.05871458351612091,0.05550414323806763,0.19788649678230286,0.18894243240356445,False,True,True,True
uncond,88,-y,20,0.008586672134697437,0.013778272084891796,0.029897883534431458,0.02815256081521511,0.18128475546836853,0.17977839708328247,False,False,True,True
uncond,89,-y,20,0.04120989516377449,0.009243552573025227,0.0416649654507637,0.07161916792392731,0.21057379245758057,0.19776833057403564,False,True,True,True
uncond,90,-y,20,0.013215203769505024,0.07676388323307037,0.06821334362030029,0.07930518686771393,0.17300169169902802,0.1584116816520691,False,False,False,False
uncond,91,-y,20,0.0175798200070858,0.02608194388449192,0.06635268032550812,0.06001899391412735,0.1790337711572647,0.17097121477127075,False,False,False,True
uncond,92,-y,20,0.014828402549028397,0.019381137564778328,0.04021235927939415,0.04544084146618843,0.20604336261749268,0.201003760099411,False,False,True,True
uncond,93,-y,20,0.010926485992968082,0.030463330447673798,0.0316874235868454,0.05562055855989456,0.203118234872818,0.19586771726608276,False,False,False,True
uncond,94,-y,20,0.005889813415706158,0.05740576237440109,0.03385346010327339,0.058618199080228806,0.18915174901485443,0.17926537990570068,False,False,False,False
uncond,95,-y,20,0.01174161583185196,0.04748299717903137,0.047615017741918564,0.10079683363437653,0.1873914897441864,0.16375714540481567,False,False,False,True
uncond,96,-y,20,0.006468574982136488,0.01629718765616417,0.04278060421347618,0.050394754856824875,0.2004258632659912,0.19358360767364502,False,False,True,True
uncond,97,-y,20,0.010201456025242805,0.011070101521909237,0.04108395054936409,0.052531931549310684,0.2060583531856537,0.1979464292526245,False,False,True,True
uncond,98,-y,20,0.015128841623663902,0.013952375389635563,0.04899166524410248,0.09157098084688187,0.202049121260643,0.17933297157287598,False,False,True,True
uncond,99,-y,20,0.005420801695436239,0.008761893957853317,0.06448526680469513,0.04035366699099541,0.20256328582763672,0.19840645790100098,False,True,True,True
uncond,0,-y,50,0.0062339575961232185,0.012458350509405136,0.06336726248264313,0.06772477179765701,0.4435873031616211,0.4421108365058899,False,False,True,True
uncond,1,-y,50,0.008382951840758324,0.010369512252509594,0.06695199757814407,0.08403336256742477,0.4761808216571808,0.46945619583129883,False,False,True,True
uncond,2,-y,50,0.0025371836964040995,0.00970439799129963,0.14953984320163727,0.15182358026504517,0.4861549139022827,0.4629477262496948,False,True,True,True
uncond,3,-y,50,0.00877548847347498,0.005368318874388933,0.1957913190126419,0.18862219154834747,0.492842435836792,0.4559616446495056,False,True,True,True
uncond,4,-y,50,0.0107227498665452,0.01097004022449255,0.03365645557641983,0.1071702092885971,0.4111649692058563,0.40725046396255493,False,False,True,True
uncond,5,-y,50,0.009180466644465923,0.01505973655730486,0.055503249168395996,0.08881226181983948,0.4333095848560333,0.4298074245452881,False,False,True,True
uncond,6,-y,50,0.06171399727463722,0.06461014598608017,0.05730796232819557,0.07992652803659439,0.459896057844162,0.45549601316452026,False,False,False,False
uncond,7,-y,50,0.039964932948350906,0.07288528233766556,0.11975833028554916,0.06125163286924362,0.46085938811302185,0.45870447158813477,False,False,False,False
uncond,8,-y,50,0.03321658447384834,0.03956660255789757,0.07045089453458786,0.05291438475251198,0.5207635164260864,0.5183199644088745,False,False,False,True
uncond,9,-y,50,0.02545144036412239,0.045158591121435165,0.0444657988846302,0.06806838512420654,0.47041597962379456,0.46804279088974,False,False,False,True
uncond,10,-y,50,0.01032631192356348,0.218727245926857,0.08440497517585754,0.14492037892341614,0.36614036560058594,0.3631587624549866,False,False,False,False
uncond,11,-y,50,0.06558295339345932,0.02587401121854782,0.045209746807813644,0.15839649736881256,0.4220814108848572,0.40323376655578613,False,False,False,True
uncond,12,-y,50,0.048644062131643295,0.034256331622600555,0.06121446192264557,0.04629211500287056,0.476525217294693,0.4750556945800781,False,False,False,True
uncond,13,-y,50,0.03150927647948265,0.051845259964466095,0.08193713426589966,0.21351061761379242,0.3538617491722107,0.3292437791824341,False,False,False,False
uncond,14,-y,50,0.0799499973654747,0.08674003928899765,0.12073960155248642,0.155019149184227,0.3960419297218323,0.38268887996673584,False,False,False,False
uncond,15,-y,50,0.09363791346549988,0.022859763354063034,0.05019811913371086,0.0640270933508873,0.48418405652046204,0.4796059727668762,False,False,False,True
uncond,16,-y,50,0.07055621594190598,0.08541642874479294,0.04151022061705589,0.10675245523452759,0.500627875328064,0.4889003038406372,False,False,False,False
uncond,17,-y,50,0.04135427996516228,0.02125706523656845,0.08035218715667725,0.07951676100492477,0.45627209544181824,0.4524707794189453,False,False,False,True
uncond,18,-y,50,0.05934927612543106,0.09353422373533249,0.08106700330972672,0.14391563832759857,0.43560221791267395,0.4178004860877991,False,False,False,False
uncond,19,-y,50,0.06964942812919617,0.03800603747367859,0.07145904004573822,0.09413475543260574,0.5109214782714844,0.501982569694519,False,False,False,True
uncond,20,-y,50,0.09216106683015823,0.14243058860301971,0.04939424991607666,0.08413717895746231,0.4875781238079071,0.4806016683578491,False,False,False,False
uncond,21,-y,50,0.005556546151638031,0.0076817055232822895,0.030933700501918793,0.13823217153549194,0.4053514301776886,0.39478129148483276,False,True,True,True
uncond,22,-y,50,0.006345308385789394,0.015145083889365196,0.03442723676562309,0.15338653326034546,0.37504667043685913,0.3669321537017822,False,False,True,True
uncond,23,-y,50,0.020028460770845413,0.041662294417619705,0.07007666677236557,0.10909152030944824,0.39584845304489136,0.3947644829750061,False,False,False,True
uncond,24,-y,50,0.010358009487390518,0.009636598639190197,0.0338265560567379,0.16051560640335083,0.3598842918872833,0.35362374782562256,False,True,True,True
uncond,25,-y,50,0.016506144776940346,0.038300130516290665,0.0384567528963089,0.17125506699085236,0.42501458525657654,0.4064059257507324,False,False,False,True
uncond,26,-y,50,0.015837183222174644,0.00977172702550888,0.03612777218222618,0.12444649636745453,0.4153367877006531,0.4070025086402893,False,True,True,True
uncond,27,-y,50,0.014585231430828571,0.08328667283058167,0.055532362312078476,0.0484020821750164,0.48066452145576477,0.4772377610206604,False,False,False,False
uncond,28,-y,50,0.011518677696585655,0.026851030066609383,0.11017361283302307,0.12234236299991608,0.4485803246498108,0.4357813596725464,False,False,False,True
uncond,29,-y,50,0.023618634790182114,0.06239727512001991,0.036280352622270584,0.09736628085374832,0.4249632656574249,0.420726478099823,False,False,False,False
uncond,30,-y,50,0.009685954079031944,0.008034415543079376,0.05331866815686226,0.09815991669893265,0.4489247500896454,0.4419757127761841,False,True,True,True
uncond,31,-y,50,0.002429168438538909,0.13494065403938293,0.04862996190786362,0.11901915073394775,0.43742722272872925,0.4273291230201721,False,False,False,False
uncond,32,-y,50,0.02198350429534912,0.008662693202495575,0.07867949455976486,0.20192506909370422,0.5070146322250366,0.4663347601890564,False,True,True,True
uncond,33,-y,50,0.0291561558842659,0.01487054955214262,0.05789557099342346,0.0905088484287262,0.43243250250816345,0.4286527633666992,False,False,True,True
uncond,34,-y,50,0.009911026805639267,0.017460748553276062,0.049826495349407196,0.14663149416446686,0.36910292506217957,0.36478859186172485,False,False,True,True
uncond,35,-y,50,0.016092922538518906,0.04829481616616249,0.05571529641747475,0.16936121881008148,0.3618727922439575,0.3519057035446167,False,False,False,True
uncond,36,-y,50,0.013491945341229439,0.008688457310199738,0.030609002336859703,0.12743131816387177,0.3980334401130676,0.3922377824783325,False,True,True,True
uncond,37,-y,50,0.0171976238489151,0.01870824582874775,0.05440473556518555,0.056156836450099945,0.4879756569862366,0.4844348430633545,False,False,True,True
uncond,38,-y,50,0.012182592414319515,0.10277247428894043,0.0435800701379776,0.21921205520629883,0.28908395767211914,0.2855162024497986,False,False,False,False
uncond,39,-y,50,0.02321326732635498,0.13551343977451324,0.07180280238389969,0.2858155071735382,0.22319531440734863,0.21838915348052979,False,False,False,False
uncond,40,-y,50,0.009000150486826897,0.012219232507050037,0.02679605968296528,0.08676901459693909,0.43309298157691956,0.4298244118690491,False,False,True,True
uncond,41,-y,50,0.013555851764976978,0.0211615152657032,0.04961221292614937,0.06503891944885254,0.4536467492580414,0.45166462659835815,False,False,False,True
uncond,42,-y,50,0.01487455703318119,0.018459679558873177,0.06651134788990021,0.09888391941785812,0.42681336402893066,0.422096312046051,False,False,True,True
uncond,43,-y,50,0.010229171253740788,0.005607267841696739,0.05025175213813782,0.07248576730489731,0.5192240476608276,0.5148472189903259,False,True,True,True
uncond,44,-y,50,0.005803156178444624,0.009241940453648567,0.027060482650995255,0.04817117005586624,0.4810252785682678,0.47825103998184204,False,True,True,True
uncond,45,-y,50,0.00961802527308464,0.008450228720903397,0.04131312295794487,0.07147365063428879,0.5024924278259277,0.496635377407074,False,True,True,True
uncond,46,-y,50,0.004035711754113436,0.00860227644443512,0.029477402567863464,0.11929737776517868,0.3982945382595062,0.39460402727127075,False,True,True,True
uncond,47,-y,50,0.0169980451464653,0.005815980955958366,0.032454416155815125,0.15130726993083954,0.3591025769710541,0.3560359477996826,False,True,True,True
uncond,48,-y,50,0.009775537997484207,0.039568107575178146,0.05186180770397186,0.24980030953884125,0.25562748312950134,0.25297999382019043,False,False,False,True
uncond,49,-y,50,0.010337849147617817,0.019626006484031677,0.05266357958316803,0.07318560779094696,0.44631242752075195,0.4433281421661377,False,False,True,True
uncond,50,-y,50,0.0046088616363704205,0.0604456402361393,0.047357767820358276,0.24082301557064056,0.30345097184181213,0.28393006324768066,False,False,False,False
uncond,51,-y,50,0.004776366520673037,0.00525328004732728,0.06112128123641014,0.10721616446971893,0.41447219252586365,0.410226047039032,False,True,True,True
uncond,52,-y,50,0.01261051930487156,0.008980261161923409,0.05212938413023949,0.1306331306695938,0.42600715160369873,0.41440486907958984,False,True,True,True
uncond,53,-y,50,0.005955229979008436,0.011051240377128124,0.10097136348485947,0.11856503784656525,0.41630277037620544,0.40863239765167236,False,False,True,True
uncond,54,-y,50,0.007020900491625071,0.007998633198440075,0.05090343579649925,0.10474930703639984,0.4395148456096649,0.43159621953964233,False,True,True,True
uncond,55,-y,50,0.015004224143922329,0.014187490567564964,0.046515196561813354,0.10258479416370392,0.45891791582107544,0.4497307538986206,False,False,True,True
uncond,56,-y,50,0.009412880055606365,0.0117238350212574,0.06641565263271332,0.1004883423447609,0.41510581970214844,0.41189318895339966,False,False,True,True
uncond,57,-y,50,0.011260945349931717,0.009496411308646202,0.0738617479801178,0.06230106204748154,0.4845966100692749,0.48090648651123047,False,True,True,True
uncond,58,-y,50,0.009028458967804909,0.015065672807395458,0.05044080317020416,0.18031379580497742,0.34195438027381897,0.33447104692459106,False,False,True,True
uncond,59,-y,50,0.008143105544149876,0.008358028717339039,0.05164850130677223,0.04414882883429527,0.4805319607257843,0.47855067253112793,False,True,True,True
uncond,60,-y,50,0.016322767361998558,0.041894134134054184,0.09086154401302338,0.0826459527015686,0.43967780470848083,0.4362507462501526,False,False,False,True
uncond,61,-y,50,0.011580606922507286,0.012948662973940372,0.03086833655834198,0.12215914577245712,0.4195874333381653,0.4108121991157532,False,False,True,True
uncond,62,-y,50,0.011425155214965343,0.026753177866339684,0.05120761692523956,0.1112319603562355,0.3935956656932831,0.39245492219924927,False,False,False,True
uncond,63,-y,50,0.06744912266731262,0.0057567511685192585,0.04149062559008598,0.15479156374931335,0.351314514875412,0.34950143098831177,False,True,True,True
uncond,64,-y,50,0.007142938673496246,0.03141075745224953,0.04849603399634361,0.09272980690002441,0.45507779717445374,0.44837671518325806,False,False,False,True
uncond,65,-y,50,0.10640449821949005,0.025141743943095207,0.03443124517798424,0.09276049584150314,0.44078904390335083,0.4356071949005127,False,False,False,True
uncond,66,-y,50,0.007611551322042942,0.015336229465901852,0.050606731325387955,0.09019593894481659,0.43555623292922974,0.43113481998443604,False,False,True,True
uncond,67,-y,50,0.007673942018300295,0.045739732682704926,0.06554702669382095,0.06011426821351051,0.4623635709285736,0.45995843410491943,False,False,False,True
uncond,68,-y,50,0.025562584400177002,0.06999516487121582,0.03643165901303291,0.09055335074663162,0.4390762448310852,0.43468326330184937,False,False,False,False
uncond,69,-y,50,0.009512090124189854,0.02375953644514084,0.04102318361401558,0.07649751752614975,0.5151692032814026,0.5092378258705139,False,False,False,True
uncond,70,-y,50,0.026510344818234444,0.13711707293987274,0.03860415518283844,0.09207838028669357,0.41378429532051086,0.4127179980278015,False,False,False,False
uncond,71,-y,50,0.013160969130694866,0.03437444567680359,0.08277726173400879,0.09719754755496979,0.4185222089290619,0.41563844680786133,False,False,False,True
uncond,72,-y,50,0.009075991809368134,0.02817365899682045,0.056474316865205765,0.0668511837720871,0.46928349137306213,0.4660254716873169,False,False,False,True
uncond,73,-y,50,0.014946511946618557,0.008631674572825432,0.06147659569978714,0.049554213881492615,0.478333979845047,0.4762621521949768,False,True,True,True
uncond,74,-y,50,0.00438774423673749,0.020867954939603806,0.049772098660469055,0.03753349557518959,0.49018436670303345,0.4889136552810669,False,False,False,True
uncond,75,-y,50,0.016669638454914093,0.014418772421777248,0.08743094652891159,0.049742817878723145,0.5229650139808655,0.5210788249969482,False,False,True,True
uncond,76,-y,50,0.009801417589187622,0.09420222043991089,0.0547318235039711,0.11314081400632858,0.43632832169532776,0.4274671673774719,False,False,False,False
uncond,77,-y,50,0.0022902421187609434,0.11166545003652573,0.06205502152442932,0.11468739807605743,0.4304189682006836,0.42243802547454834,False,False,False,False
uncond,78,-y,50,0.0023032180033624172,0.00732421875,0.06530477106571198,0.3613339364528656,0.649213433265686,0.5388326644897461,False,True,True,True
uncond,79,-y,50,0.008906951174139977,0.05850416421890259,0.06176052615046501,0.11454721540212631,0.43519386649131775,0.4258398413658142,False,False,False,False
uncond,80,-y,50,0.009306210093200207,0.07905106246471405,0.046810492873191833,0.04101789742708206,0.5049021244049072,0.502789318561554,False,False,False,False
uncond,81,-y,50,0.00739709846675396,0.039697445929050446,0.05087445303797722,0.08621485531330109,0.4581506848335266,0.4521976113319397,False,False,False,True
uncond,82,-y,50,0.007054776884615421,0.04070930555462837,0.03118983842432499,0.050150640308856964,0.46717506647109985,0.4659053683280945,False,False,False,True
uncond,83,-y,50,0.00970439799129963,0.015805158764123917,0.0653156191110611,0.08835359662771225,0.44429534673690796,0.4387797713279724,False,False,True,True
uncond,84,-y,50,0.004746636375784874,0.09833958745002747,0.03911442682147026,0.044655416160821915,0.4908667802810669,0.4880353808403015,False,False,False,False
uncond,85,-y,50,0.024816026911139488,0.1262715756893158,0.059255704283714294,0.10421201586723328,0.4179733991622925,0.4137152433395386,False,False,False,False
uncond,86,-y,50,0.010107539594173431,0.09031981974840164,0.03733249381184578,0.23302873969078064,0.2971109449863434,0.28384679555892944,False,False,False,False
uncond,87,-y,50,0.012878273613750935,0.012849314138293266,0.06958137452602386,0.1381048560142517,0.3926852345466614,0.3847864866256714,False,False,True,True
uncond,88,-y,50,0.008586672134697437,0.009627316147089005,0.04002632573246956,0.11428215354681015,0.38943055272102356,0.3885365128517151,False,True,True,True
uncond,89,-y,50,0.04120989516377449,0.01922985166311264,0.039434634149074554,0.08933141827583313,0.4312424063682556,0.42811548709869385,False,False,True,True
uncond,90,-y,50,0.013215203769505024,0.04801880568265915,0.06430008262395859,0.13610965013504028,0.3851976990699768,0.37933796644210815,False,False,False,True
uncond,91,-y,50,0.0175798200070858,0.021368233487010002,0.0698084607720375,0.105889230966568,0.40061885118484497,0.39927101135253906,False,False,False,True
uncond,92,-y,50,0.014828402549028397,0.027178674936294556,0.03936413303017616,0.09423591941595078,0.4220843017101288,0.41929352283477783,False,False,False,True
uncond,93,-y,50,0.010926485992968082,0.01211390271782875,0.028938716277480125,0.08881431818008423,0.41645127534866333,0.4154475927352905,False,False,True,True
uncond,94,-y,50,0.005889813415706158,0.04253024980425835,0.03711476922035217,0.07203387469053268,0.4528193175792694,0.44925302267074585,False,False,False,True
uncond,95,-y,50,0.01174161583185196,0.06396996974945068,0.0350700281560421,0.1301415115594864,0.40857166051864624,0.4002653956413269,False,False,False,False
uncond,96,-y,50,0.006468574982136488,0.016687506809830666,0.0425998717546463,0.11776043474674225,0.39164724946022034,0.38947468996047974,False,False,True,True
uncond,97,-y,50,0.010201456025242805,0.023226743564009666,0.03936619684100151,0.09767988324165344,0.446315199136734,0.4382222294807434,False,False,False,True
uncond,98,-y,50,0.015128841623663902,0.02793036960065365,0.062172845005989075,0.14944347739219666,0.3845595121383667,0.37520885467529297,False,False,False,True
uncond,99,-y,50,0.005420801695436239,0.042370885610580444,0.052155762910842896,0.06495855748653412,0.45276233553886414,0.45073819160461426,False,False,False,True
uncond,0,+z,1,0.0062339575961232185,0.011754299513995647,0.06249714642763138,0.0717841237783432,0.07052513211965561,-0.0034707188606262207,False,False,True,True
uncond,1,+z,1,0.008382951840758324,0.01073941309005022,0.0642264187335968,0.067291758954525,0.07440927624702454,0.052507080137729645,False,False,True,True
uncond,2,+z,1,0.0025371836964040995,0.007778091821819544,0.14891214668750763,0.09989381581544876,0.10599655658006668,0.07177215814590454,False,True,True,True
uncond,3,+z,1,0.00877548847347498,0.011462915688753128,0.19247844815254211,0.19385173916816711,0.18763963878154755,-0.12766993045806885,False,False,True,True
uncond,4,+z,1,0.0107227498665452,0.008816147223114967,0.02501167356967926,0.08787751197814941,0.08390387147665024,-0.027866840362548828,False,True,True,True
uncond,5,+z,1,0.009180466644465923,0.011585752479732037,0.05454860255122185,0.05237535387277603,0.05888363718986511,0.043235838413238525,False,False,True,True
uncond,6,+z,1,0.06171399727463722,0.05910926312208176,0.05637776851654053,0.05776773393154144,0.0655403882265091,0.05552148073911667,False,False,False,False
uncond,7,+z,1,0.039964932948350906,0.063902847468853,0.12154126912355423,0.0351228192448616,0.04161117225885391,0.03201252222061157,False,False,False,False
uncond,8,+z,1,0.03321658447384834,0.03182174265384674,0.07518834620714188,0.05996459722518921,0.056658290326595306,-0.01758706569671631,False,False,False,True
uncond,9,+z,1,0.02545144036412239,0.024496549740433693,0.048606038093566895,0.059700462967157364,0.06206146627664566,0.01494133472442627,False,False,False,True
uncond,10,+z,1,0.01032631192356348,0.21542079746723175,0.0791950672864914,0.03513887897133827,0.03089788369834423,-0.014766529202461243,False,False,False,False
uncond,11,+z,1,0.06558295339345932,0.042567722499370575,0.05988245829939842,0.12927524745464325,0.13657237589359283,0.10722073912620544,False,False,False,True
uncond,12,+z,1,0.048644062131643295,0.029174549505114555,0.05811261758208275,0.055858857929706573,0.04904000833630562,-0.03326883912086487,False,False,False,True
uncond,13,+z,1,0.03150927647948265,0.05250613018870354,0.07440429925918579,0.08807919174432755,0.09494738280773163,0.06431758403778076,False,False,False,False
uncond,14,+z,1,0.0799499973654747,0.019325701519846916,0.11920129507780075,0.07506130635738373,0.0835021436214447,0.07259106636047363,False,False,True,True
uncond,15,+z,1,0.09363791346549988,0.023246943950653076,0.050377003848552704,0.06376412510871887,0.05864473432302475,-0.009701550006866455,False,False,False,True
uncond,16,+z,1,0.07055621594190598,0.12423207610845566,0.0376913957297802,0.1019168347120285,0.11030632257461548,0.09501796960830688,False,False,False,False
uncond,17,+z,1,0.04135427996516228,0.04511319845914841,0.07289579510688782,0.06328273564577103,0.05855187773704529,-0.018154501914978027,False,False,False,True
uncond,18,+z,1,0.05934927612543106,0.13992559909820557,0.09552182257175446,0.12665563821792603,0.13259343802928925,0.07092219591140747,False,False,False,False
uncond,19,+z,1,0.06964942812919617,0.03411335498094559,0.06840480118989944,0.08949998021125793,0.09153307229280472,0.029106855392456055,False,False,False,True
uncond,20,+z,1,0.09216106683015823,0.15067462623119354,0.05340023338794708,0.09342480450868607,0.0900258719921112,-0.02809954062104225,False,False,False,False
uncond,21,+z,1,0.005556546151638031,0.0036211905535310507,0.030817430466413498,0.046229053288698196,0.04783596098423004,0.023178666830062866,True,True,True,True
uncond,22,+z,1,0.006345308385789394,0.0307462140917778,0.03316843509674072,0.11483877152204514,0.10620240867137909,-0.09304937720298767,False,False,False,True
uncond,23,+z,1,0.020028460770845413,0.07953084260225296,0.08295344561338425,0.04103894531726837,0.03623137250542641,-0.01590445637702942,False,False,False,False
uncond,24,+z,1,0.010358009487390518,0.02217920497059822,0.027465695515275,0.0779961496591568,0.08517036586999893,0.07147592306137085,False,False,False,True
uncond,25,+z,1,0.016506144776940346,0.03473109379410744,0.03970170021057129,0.14499913156032562,0.1401216983795166,-0.06740492582321167,False,False,False,True
uncond,26,+z,1,0.015837183222174644,0.010551847517490387,0.046692878007888794,0.09354697167873383,0.09650392085313797,0.044234633445739746,False,False,True,True
uncond,27,+z,1,0.014585231430828571,0.05373312905430794,0.056050579994916916,0.06840261816978455,0.07096288353204727,0.024129390716552734,False,False,False,False
uncond,28,+z,1,0.011518677696585655,0.09678412973880768,0.12122364342212677,0.11682739853858948,0.11477474868297577,-0.019876480102539062,False,False,False,False
uncond,29,+z,1,0.023618634790182114,0.03691451624035835,0.04001062363386154,0.06766470521688461,0.07036231458187103,0.022801801562309265,False,False,False,True
uncond,30,+z,1,0.009685954079031944,0.020728962495923042,0.056081660091876984,0.06920281797647476,0.0770915299654007,0.0644412636756897,False,False,False,True
uncond,31,+z,1,0.002429168438538909,0.11634421348571777,0.05607156828045845,0.046397604048252106,0.043100304901599884,-0.00028051435947418213,False,False,False,False
uncond,32,+z,1,0.02198350429534912,0.0346851572394371,0.0814974382519722,0.19689173996448517,0.19901767373085022,0.04662904143333435,False,False,False,True
uncond,33,+z,1,0.0291561558842659,0.02257145754992962,0.05960998684167862,0.052913978695869446,0.05261091887950897,-0.004135876893997192,False,False,False,True
