model,anchor_idx,direction,mag_cm,anchor_min_v2v_m,denoised_min_v2v_m,a_correction_m,b_motion_from_anchor_m,b_motion_from_perturbed_m,pullback_m,recovery_0.5cm,recovery_1cm,recovery_2cm,recovery_5cm
uncond,39,0,0,0.02321326732635498,0.01655842363834381,0.07498842477798462,0.05797145515680313,0.05797145515680313,,False,False,True,True
uncond,40,0,0,0.009000150486826897,0.026415744796395302,0.028252342715859413,0.04510987922549248,0.04510987922549248,,False,False,False,True
uncond,41,0,0,0.013555851764976978,0.021903373301029205,0.04992518573999405,0.057818453758955,0.057818453758955,,False,False,False,True
uncond,42,0,0,0.01487455703318119,0.011529022827744484,0.06643950194120407,0.06535729765892029,0.06535729765892029,,False,False,True,True
uncond,43,0,0,0.010229171253740788,0.011330860666930676,0.04771006479859352,0.08207979798316956,0.08207979798316956,,False,False,True,True
uncond,44,0,0,0.005803156178444624,0.014472412876784801,0.025742216035723686,0.03848445415496826,0.03848445415496826,,False,False,True,True
uncond,45,0,0,0.00961802527308464,0.018951980397105217,0.03992903605103493,0.062028929591178894,0.062028929591178894,,False,False,True,True
uncond,46,0,0,0.004035711754113436,0.010780958458781242,0.03772670403122902,0.04970625787973404,0.04970625787973404,,False,False,True,True
uncond,47,0,0,0.0169980451464653,0.00645011942833662,0.031914323568344116,0.0359700582921505,0.0359700582921505,,False,True,True,True
uncond,48,0,0,0.009775537997484207,0.01073941309005022,0.04484523460268974,0.052306078374385834,0.052306078374385834,,False,False,True,True
uncond,49,0,0,0.010337849147617817,0.007954264990985394,0.037054043263196945,0.049460362643003464,0.049460362643003464,,False,True,True,True
uncond,50,0,0,0.0046088616363704205,0.036544617265462875,0.05163484439253807,0.0987006276845932,0.0987006276845932,,False,False,False,True
uncond,51,0,0,0.004776366520673037,0.01212619710713625,0.04727458208799362,0.05096536874771118,0.05096536874771118,,False,False,True,True
uncond,52,0,0,0.01261051930487156,0.012921013869345188,0.04945377632975578,0.07158499956130981,0.07158499956130981,,False,False,True,True
uncond,53,0,0,0.005955229979008436,0.007130410987883806,0.09415170550346375,0.0649837926030159,0.0649837926030159,,False,True,True,True
uncond,54,0,0,0.007020900491625071,0.004521547816693783,0.057961344718933105,0.09509707242250443,0.09509707242250443,,True,True,True,True
uncond,55,0,0,0.015004224143922329,0.007378946058452129,0.03990449011325836,0.09185820072889328,0.09185820072889328,,False,True,True,True
uncond,56,0,0,0.009412880055606365,0.010208756662905216,0.0587688684463501,0.04411563277244568,0.04411563277244568,,False,False,True,True
uncond,57,0,0,0.011260945349931717,0.0027675253804773092,0.0803549587726593,0.058747440576553345,0.058747440576553345,,True,True,True,True
uncond,58,0,0,0.009028458967804909,0.01310423482209444,0.054729800671339035,0.06549402326345444,0.06549402326345444,,False,False,True,True
uncond,59,0,0,0.008143105544149876,0.009786964394152164,0.053736891597509384,0.0414285808801651,0.0414285808801651,,False,True,True,True
