source,n_steps,min_v2v_m,contact_dens_5mm,contact_dens_10mm,contact_dens_20mm
chi3d,-1,0.011885411106050014,0.0,0.0,9.104947821469977e-06
chi3d,-1,0.003951761405915022,9.104947480409464e-07,9.104947480409464e-07,1.183643144031521e-05
chi3d,-1,0.008221414871513844,0.0,9.104947480409464e-07,5.462968601932516e-06
chi3d,-1,0.020254844799637794,0.0,0.0,0.0
chi3d,-1,0.01492256484925747,0.0,0.0,1.0015442057920154e-05
chi3d,-1,0.013376588933169842,0.0,0.0,1.183643144031521e-05
chi3d,-1,0.006922581698745489,0.0,1.8209894960818929e-06,1.0925937203865033e-05
chi3d,-1,0.004833737853914499,9.104947480409464e-07,2.731484300966258e-06,1.4567915968655143e-05
chi3d,-1,0.006686066277325153,0.0,3.6419789921637857e-06,7.2839579843275715e-06
chi3d,-1,0.014128550887107849,0.0,0.0,5.462968601932516e-06
chi3d,-1,0.007918591611087322,0.0,1.8209894960818929e-06,2.0941379261785187e-05
chi3d,-1,0.01129925437271595,0.0,0.0,1.0015442057920154e-05
chi3d,-1,0.0050152926705777645,0.0,1.8209894960818929e-06,1.3657420822710264e-05
chi3d,-1,0.010166339576244354,0.0,0.0,1.912038896989543e-05
chi3d,-1,0.00480901263654232,9.104947480409464e-07,8.194452675525099e-06,2.9135831937310286e-05
chi3d,-1,0.011900447309017181,0.0,0.0,6.373463293130044e-06
chi3d,-1,0.017187222838401794,0.0,0.0,1.8209894960818929e-06
chi3d,-1,0.009461827576160431,0.0,9.104947480409464e-07,9.104947821469977e-06
chi3d,-1,0.005393242463469505,0.0,2.731484300966258e-06,1.2746926586260088e-05
chi3d,-1,0.0057670958340168,0.0,9.104947480409464e-07,1.0925937203865033e-05
chi3d,-1,0.004214520566165447,1.8209894960818929e-06,9.104947821469977e-06,3.095682041021064e-05
chi3d,-1,0.00490716565400362,9.104947480409464e-07,3.6419789921637857e-06,1.8209895642939955e-05
chi3d,-1,0.007126230280846357,0.0,3.6419789921637857e-06,4.370374881546013e-05
chi3d,-1,0.001091830083169043,9.104947480409464e-07,1.8209894960818929e-06,4.461424396140501e-05
chi3d,-1,0.0019223651615902781,9.104947480409464e-07,3.6419789921637857e-06,4.9166716053150594e-05
chi3d,-1,0.005292842630296946,0.0,6.373463293130044e-06,6.373463111231104e-05
chi3d,-1,0.003604693105444312,9.104947480409464e-07,1.183643144031521e-05,0.00011745381925720721
chi3d,-1,0.003088161814957857,2.731484300966258e-06,1.7299400496995077e-05,0.0001338427246082574
chi3d,-1,0.004833737853914499,9.104947480409464e-07,1.183643144031521e-05,0.00012018530833302066
chi3d,-1,0.0035547411534935236,9.104947480409464e-07,2.1851874407730065e-05,0.0001465896493755281
chi3d,-1,0.026297016069293022,0.0,0.0,0.0
chi3d,-1,0.004580484237521887,9.104947480409464e-07,1.0015442057920154e-05,9.013897943077609e-05
chi3d,-1,0.01134663075208664,0.0,0.0,1.0015442057920154e-05
